	date	hashtags	text	user	verifieduser	registeredon	followersuser	followinguser	tweetsuser	favoritestweetsuser	retweet	quote	reply	likes	language	device	location	latitude	longitude
271	Wed Jul 08 20:53:39 +0000 2020	[]	RT @mhdksafa: It still blows my mind that COVID-19 is too dangerous to keep criminals in prison but not dangerous to keep children home fro…	HermitsUnited2	False	Sun Mar 08 05:09:58 +0000 2020	640	2744	30315	47812	0	0	0	0	en	IPHONE	Seattle/Bellingham WA	48.4726363	-122.4149153
272	Wed Jul 08 20:53:39 +0000 2020	[]	RT @irene_r_r: Mi madre despues de años en paro comenzó con un negocio justo antes del covid y estos meses han sido horrorosos para ella, c…	paulaguerra_2	False	Wed Sep 07 09:22:09 +0000 2011	465	185	11782	3194	0	0	0	0	es	WEB APP	Jerez de la Frontera, España	36.6816936	-6.1377402
273	Wed Jul 08 20:53:39 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	AngelaBevill	False	Wed Apr 04 16:33:51 +0000 2012	1683	2915	15315	6674	0	0	0	0	en	IPHONE	Ewa Beach, HI	21.315603	-158.008804
275	Wed Jul 08 20:53:39 +0000 2020	['FreeRealityLeighWinnerNOW']	RT @JaneTea4: #FreeRealityLeighWinnerNOW https://t.co/WdP6ICY7B6	FoxeeSrldy	False	Sat Nov 24 17:38:33 +0000 2018	312	310	12820	47383	0	0	0	0	und	WEB APP	Texas, USA	31.8160381	-99.5120986
276	Wed Jul 08 20:53:39 +0000 2020	[]	"RT @yeahyeahyasmin: It's looking a lot like Covid-19 is airborne, but the WHO is still hesitating to endorse it.

Until the guidance is cry…"	meganmorrone	True	Wed May 28 02:47:49 +0000 2008	11145	1962	16404	35810	0	0	0	0	en	IPHONE	Petaluma, CA	38.270022	-122.60612241304348
279	Wed Jul 08 20:53:39 +0000 2020	[]	"Worth remembering:  

https://t.co/OVSfOJiD0h via @timesofisrael"	lilienfeld1	False	Wed Mar 03 23:23:06 +0000 2010	3033	152	4439	600	0	0	0	0	en	WEB APP	San Francisco Bay area, CA	37.7884969	-122.3558473
283	Wed Jul 08 20:53:39 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	_Speedy3X	False	Wed Feb 11 01:54:59 +0000 2015	1091	1014	8461	8331	0	0	0	0	en	IPHONE	313 	51.59252945	3.7183551482140746
285	Wed Jul 08 20:53:39 +0000 2020	[]	RT @amjedmbt: .@KTRTRS &amp; @Eatala_Rajender Sir, See what's happening in @YashodaHospital Malakpet, Gulam Nabi admitted on 17th June &amp; Died o…	ayeshaalimuddin	False	Fri Nov 06 13:49:28 +0000 2015	2688	190	1946	5629	0	0	0	0	en	WEB APP	Mumbai, India	19.0759899	72.8773928
286	Wed Jul 08 20:53:39 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	Trevon_Keith16	False	Sun Oct 26 05:17:12 +0000 2014	448	687	11680	20854	0	0	0	0	en	IPHONE	Chicago, IL	41.8755616	-87.6244212
287	Wed Jul 08 20:53:39 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	SkrambleWrestle	False	Tue May 08 03:57:10 +0000 2018	774	556	11417	9719	0	0	0	0	en	IPHONE	New Jersey, USA	40.0757384	-74.4041622
289	Wed Jul 08 20:53:39 +0000 2020	[]	RT @coronareportAU: What has COVID-19 meant for you? How are you experiencing and adapting to these ever-changing times? CoronaReport AU is…	agtuk	False	Thu Jul 07 01:12:25 +0000 2016	188	179	1017	1639	0	0	0	0	en	WEB APP	Brisbane, Queensland	-27.4689682	153.0234991
290	Wed Jul 08 20:53:39 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	ThomasP37001423	False	Fri Jun 22 05:33:46 +0000 2018	175	533	5016	5027	0	0	0	0	en	IPHONE	New York, USA	40.7127281	-74.0060152
291	Wed Jul 08 20:53:39 +0000 2020	[]	RT @SueLaceybryant: Doing the COVID-19 pivot: How to deliver effective library teaching online from the @openuniversity https://t.co/ramVMa…	ChakrabortySem2	False	Wed Apr 04 12:43:13 +0000 2018	152	190	377	2691	0	0	0	0	en	IPHONE	Sol	37.5666791	126.9782914
292	Wed Jul 08 20:53:39 +0000 2020	['COVID']	"RT @Cleavon_MD: ⚠️Dead at 24

24 y.o. Ben Hirschmann died from #COVID. Called his doctor multiple times and was unable to get testing. Days…"	WeNeedPlaymakrs	False	Fri Sep 24 18:21:06 +0000 2010	937	2399	102079	26164	0	0	0	0	en	WEB APP	New York City	40.7127281	-74.0060152
293	Wed Jul 08 20:53:39 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me https://t.co/XSk7lavuic	NairobiGarcia	False	Fri Oct 09 22:32:30 +0000 2009	457	901	104425	51672	0	0	0	0	en	WEB APP	jakku	65.3106907	25.6171647
294	Wed Jul 08 20:53:39 +0000 2020	[]	"RT @BerisikEmak: PPDB SEMAKIN KISRUH, DIMANA MENDIKNAS ? 

Anak2 calon generasi emas terancam tak bisa sekolah sesuai waktunya karena usia…"	Susanto21585883	False	Tue Aug 06 11:26:36 +0000 2019	229	275	9958	14681	0	0	0	0	in	WEB APP	Sampit Kalimantan Tengah	-1.7653638	112.5803362
295	Wed Jul 08 20:53:39 +0000 2020	[]	RT @HKrassenstein: Let me get this straight.  Paul Manafort can't be in a secluded prison because COVID may kill him, but my kids have to g…	shaker0309	False	Thu Jun 11 23:31:03 +0000 2009	1747	912	231096	182156	0	0	0	0	en	IPHONE	Berkeley, CA	44.3669375	-80.7272504
296	Wed Jul 08 20:53:39 +0000 2020	[]	"RT @drmiguelmarcos: Cuidado con los lugares cerrados
""Sobre la posible ruta de transmisión aérea hay nuevas evidencias pero no definitivas,…"	fcojavier63	False	Sun Jul 14 23:02:01 +0000 2013	1701	1512	84425	42386	0	0	0	0	es	WEB APP	Bilbao, País Vasco	43.2630051	-2.9349915
297	Wed Jul 08 20:53:39 +0000 2020	[]	RT @jennycohn1: “Last month, Michael Cohen, Paul Manafort, &amp; other high profile people were released from federal prison early bc heart &amp; l…	michelle_ceo	False	Fri Feb 01 01:35:56 +0000 2019	10159	11109	119421	138271	0	0	0	0	en	WEB APP	vermilion,ohio	41.4219889	-82.3646068
298	Wed Jul 08 20:53:39 +0000 2020	[]	RT @LaerteCoutinho1: El País: Vida pós-covid-19 inclui meses de fisioterapia, ausência de cheiros e sabores, e remédios diários https://t.c…	AntifasYLivros	False	Sat Sep 25 02:44:48 +0000 2010	1020	1670	46337	7232	0	0	0	0	pt	WEB APP	Pasárgada	30.2016523	53.17866320230769
299	Wed Jul 08 20:53:39 +0000 2020	[]	RT @HoarseWisperer: Any adult human who is even passingly familiar with human children knows that, yes, children are very much a vector for…	harrymdavid	False	Sat Apr 16 03:02:51 +0000 2011	184	289	33114	45770	0	0	0	0	en	IPHONE	Ypsilanti, MI	42.24253	-83.6171426940706
300	Wed Jul 08 20:53:39 +0000 2020	[]	RT @icyems: if you had to sacrifice one side of Houston to end COVID-19, what would it be? and why northside?	AstoldbyGizzy	False	Fri Mar 04 14:17:27 +0000 2011	428	259	39760	1322	0	0	0	0	en	IPHONE	Texas	31.8160381	-99.5120986
304	Wed Jul 08 20:53:40 +0000 2020	[]	RT @joyabo134: Sólo falta que éstos angelitos extranjeros, les roben la fórmula y luego nos vendan la prueba patentada en el extranjero. Ha…	JoseDia30449202	False	Tue Mar 17 16:30:11 +0000 2020	111	313	17142	14843	0	0	0	0	es	WEB APP	Lima-Cajamarca-Lima- Perú.	-6.1324636	-78.6418158
305	Wed Jul 08 20:53:40 +0000 2020	[]	RT @eyesonthestorm: How are we even in Phase 2, with people expected to go back to work and pay rent, when the situation remains fundamenta…	alliesere	False	Mon Aug 08 06:07:44 +0000 2011	90	577	3512	16250	0	0	0	0	en	IPHONE	Seattle, WA	47.6038321	-122.3300624
307	Wed Jul 08 20:53:40 +0000 2020	[]	RT @NoahShachtman: BREAK: Steve Mnuchin’s exclusive LA country club scored a PPP loan worth at least $2 million. https://t.co/Ogy9GcYXoR	RaiseHellTexas	False	Sun Dec 29 00:58:30 +0000 2019	455	1105	8732	39868	0	0	0	0	en	WEB APP	Texas, USA	31.8160381	-99.5120986
310	Wed Jul 08 20:53:40 +0000 2020	[]	RT @RepDanCrenshaw: “It’s not just the health and medical impacts from COVID. It’s this real socioeconomic, sociodemographic impact across…	5_Coogs	False	Sun Nov 27 15:07:33 +0000 2016	517	1141	25748	19935	0	0	0	0	en	IPHONE	Eagle Springs (Atascocita), TX	29.973084049999997	-95.20264382824516
313	Wed Jul 08 20:53:40 +0000 2020	[]	RT @KyleKulinski: Japan has less than 1,000 covid deaths. They never went in to full economic shut down. They have an unemployment rate of…	Awndway	False	Fri Jul 30 08:24:41 +0000 2010	533	398	22764	12626	0	0	0	0	en	WEB APP	Washington, USA	38.8949855	-77.0365708
314	Wed Jul 08 20:53:40 +0000 2020	[]	RT @valeriasoqui: por qué vergas a los que nos cuidamos nos da covid y a los pendejos que andan en pedas o en kino no les pasa nada????????…	rusc011	False	Tue Aug 18 06:21:40 +0000 2015	378	803	30238	6647	0	0	0	0	es	IPHONE	Nog, Son	31.2257081	-110.97437551459416
315	Wed Jul 08 20:53:40 +0000 2020	[]	RT @JJoacoCG: No es sorpresa. Nuca ha dado un sólo resultado positivo. 🤷🏻‍♂️	AnaRojas2903	False	Fri Jun 15 22:34:38 +0000 2012	356	324	39731	3256	0	0	0	0	es	IPHONE	Hermosillo, Sonora	29.0948207	-110.9692202
317	Wed Jul 08 20:53:40 +0000 2020	[]	RT @KyleKulinski: Japan has less than 1,000 covid deaths. They never went in to full economic shut down. They have an unemployment rate of…	Abbayxoxo	False	Tue Dec 09 06:03:58 +0000 2014	154	204	3791	3329	0	0	0	0	en	IPHONE	California, USA	36.7014631	-118.7559974
318	Wed Jul 08 20:53:40 +0000 2020	[]	"RT @TimRunsHisMouth: The COVID death rate literally continues to go down in America and Dr. Fauci calls this a ""false narrative.""  Time for…"	dsdr2011	False	Tue Jun 11 21:27:49 +0000 2013	23268	25507	494551	169439	0	0	0	0	en	WEB APP	Texas, USA	31.8160381	-99.5120986
319	Wed Jul 08 20:53:40 +0000 2020	[]	"RT @La_Torm: Feijóo ignora o incremento de casos Covid na Mariña: ""Hai menos urxencias e menos ingresos que hai un ano"" https://t.co/MrjKOY…"	catuxocarril	False	Sat Aug 27 19:43:05 +0000 2011	18	80	1449	344	0	0	0	0	es	WEB APP	Arousa Galicia	42.5638285	-8.8735721
320	Wed Jul 08 20:53:40 +0000 2020	[]	RT @dsoto104: Rt rt	babyysierraaa	False	Tue Apr 01 22:58:47 +0000 2014	33210	2585	46267	77489	0	0	0	0	in	IPHONE	IE 	52.865196	-7.9794599
321	Wed Jul 08 20:53:40 +0000 2020	[]	RT @Wairimu__Mercy: So far Najua 5 people who’ve tested Covid-19 positive. Watu wajichunge bana.. hujui kama utakua uhai next month haiya..	rafiki_frank	False	Sun Nov 19 06:10:57 +0000 2017	9599	9607	29414	85579	0	0	0	0	in	WEB APP	DMe	55.408305299999995	37.90601821798904
322	Wed Jul 08 20:53:40 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	bbissonette1	False	Fri Apr 03 22:42:02 +0000 2009	304	908	1439	4081	0	0	0	0	en	IPHONE	Baltimore, MD	39.2908816	-76.610759
323	Wed Jul 08 20:53:40 +0000 2020	[]	RT @jjsmokkieBOY57: Trump Bailed Out Devin Nunes’ Winery As Part Of COVID-19 Small Business Relief Program - https://t.co/tIP93oLyVu	sergius_south	False	Mon Sep 25 13:28:51 +0000 2017	12872	14000	13839	9224	0	0	0	0	en	WEB APP	California, USA	36.7014631	-118.7559974
324	Wed Jul 08 20:53:40 +0000 2020	[]	"Le comité exécutif a aussi décidé des
 subventions post covid ci-après : clubs L1: 15.000.000, clubs de L2: 10.000.… https://t.co/Y1UCEgu7zi"	Ibrahim99485249	False	Thu Jul 25 21:42:52 +0000 2019	720	2303	401	1628	0	0	0	0	fr	WEB APP	Dakar	14.693425	-17.447938
325	Wed Jul 08 20:53:40 +0000 2020	[]	RT @YourAnonCentral: The number of new cases is currently hovering around 40,000 per day. The United States may soon record as many as 100,…	NavarroLeonard6	False	Sat Dec 29 04:03:25 +0000 2018	22	130	1356	3233	0	0	0	0	en	IPHONE	Fresno, CA	36.7295295	-119.70886126075588
326	Wed Jul 08 20:53:40 +0000 2020	[]	Viendo en la plataforma Replay de @MovistarChile las entrevistas Covid-19 realizadas por las colegas @matiburgos y… https://t.co/aEPSlHjdku	RodrigoVarasLpe	False	Sat Jan 14 18:44:11 +0000 2012	6992	7693	291798	48712	0	0	0	0	es	WEB APP	iquique	-20.2140657	-70.1524646
327	Wed Jul 08 20:53:40 +0000 2020	[]	RT @Mozzein_: Não indo, boa tarde. https://t.co/zuKD8dbD2V	CapetaBixaTongo	False	Sun Apr 01 13:02:23 +0000 2018	189	920	18199	31421	0	0	0	0	pt	WEB APP	Ceilândia	-15.8173391	-48.1045766
329	Wed Jul 08 20:53:40 +0000 2020	[]	RT @rickychavez68: If ONE child dies from covid, ONE, there should be an insane lawsuit against the state of Florida.	liluzihoe	False	Wed Nov 04 21:32:07 +0000 2015	499	219	40174	35015	0	0	0	0	en	IPHONE	Orlando, FL	28.5421109	-81.3790304
330	Wed Jul 08 20:53:40 +0000 2020	[]	RT @TNCat53: @jennyrachelpal @realDonaldTrump @CDCgov If schools are perfectly safe from Covid-19, then so are prisons. Manafort, Cohen, St…	miguelcobossr	False	Sun Jun 14 17:08:10 +0000 2015	88	231	6412	9200	0	0	0	0	en	WEB APP	United States of America	39.7837304	-100.4458825
334	Wed Jul 08 20:53:40 +0000 2020	[]	"RT @democraticbear: By far, DeSantis is the pits of trash ever to have held the keys to governor's mansion of any state.

Again, why is DeS…"	DaleKanzler	False	Wed Sep 14 02:34:18 +0000 2016	1779	4978	166802	169434	0	0	0	0	en	WEB APP	Manhattan, NY	40.7896239	-73.9598939
335	Wed Jul 08 20:53:41 +0000 2020	[]	"RT @MarkLevineNYC: For months the @nytimes has been updating a list of states based on trends in covid cases.

Today, for the first time, t…"	DHumeLindsay	False	Thu Jan 10 15:49:18 +0000 2013	5735	6103	47465	1049	0	0	0	0	en	IPHONE	Annandale, VA	38.8303098	-77.1964966
336	Wed Jul 08 20:53:41 +0000 2020	[]	RT @RepDanCrenshaw: “It’s not just the health and medical impacts from COVID. It’s this real socioeconomic, sociodemographic impact across…	vstar2020	False	Mon Jun 01 02:39:15 +0000 2020	57	138	1332	3453	0	0	0	0	en	WEB APP	Arizona, USA	34.395342	-111.7632755
338	Wed Jul 08 20:53:41 +0000 2020	[]	RT @PuebloLibre_AL: Lo dicho, en mi pueblo no hay Covid 😂😂✌️✌️ https://t.co/sr390JeQbY	jose4ez	False	Thu Apr 17 18:43:31 +0000 2014	3515	3497	110458	53409	0	0	0	0	es	WEB APP	Madrid	40.4167047	-3.7035825
339	Wed Jul 08 20:53:40 +0000 2020	[]	RT @reumalho: O dono da Ricardo Eletro, sozinho, sonegou 400 milhões de reais de impostos. Uma diária de UTI no SUS para paciente com covid…	jhenniferrr_	False	Wed Aug 21 00:54:56 +0000 2019	327	394	17301	22475	0	0	0	0	pt	WEB APP	Tapejara, Brasil	-28.069233	-52.0117161
341	Wed Jul 08 20:53:41 +0000 2020	[]	Many residents say California reopened too soon, poll finds https://t.co/gzYH5ElnPO	markowitz	False	Wed Aug 15 08:13:26 +0000 2007	1956	3156	40028	17308	0	0	0	0	en	IPHONE	Los Angeles, CA	34.0536909	-118.2427666
342	Wed Jul 08 20:53:41 +0000 2020	[]	@Omer_Livvarcin continues to support nonprofit organisations during these challenging times of pandemic. Definetely… https://t.co/6m95ZjWLTN	YukselSaban1	False	Thu Nov 28 18:18:29 +0000 2019	16	63	270	168	0	0	0	0	en	WEB APP	Brussels	50.8465573	4.351697
343	Wed Jul 08 20:53:41 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	lennaaa_lee	False	Wed Mar 25 03:14:59 +0000 2015	601	319	16559	13981	0	0	0	0	en	IPHONE	Minding my business	26.7148175	-80.0831455
345	Wed Jul 08 20:56:28 +0000 2020	[]	"RT @GovMLG: Countless New Mexicans have made difficult changes in their lives to protect their families &amp; communities from COVID-19.

But w…"	NoSafeSeatsGA	False	Thu Feb 08 19:07:10 +0000 2018	1144	1224	19147	38886	0	0	0	0	en	IPHONE	Georgia, USA	32.3293809	-83.1137366
347	Wed Jul 08 20:56:28 +0000 2020	['COVID']	RT @ofrakia: Prima hanno creato le condizioni perché le aziende perdessero competitività, poi arriva il #COVID ed ecco che quelle in crisi…	Merigiusi	False	Tue Jun 30 16:09:29 +0000 2009	4099	4037	34235	40615	0	0	0	0	it	IPHONE	Trieste #FVG	45.6500335	13.7706559
348	Wed Jul 08 20:56:28 +0000 2020	['Covid19', 'Pandemia', 'QuedateEnCasa', 'Viral']	"🔴PÁNICO EN PARISINA DE CHETUMAL, AL DETECTARSE A PERSONA CON COVID-19

#Covid19 #Pandemia #QuedateEnCasa #Viral… https://t.co/E5nM41aQvT"	RioRevNoticias	False	Mon Jun 20 16:01:21 +0000 2011	1028	95	17413	141	0	0	0	0	es	WEB APP	Quintana Roo, México	19.6666671	-88.5000001
349	Wed Jul 08 20:56:28 +0000 2020	[]	RT @Chelita_NI: ¿Entonces EE.UU y otros paises que ayudaron al pueblo para quedarse en casa, lo hacían para ganar votos y no por el COVID?…	Tony46054563	False	Tue Apr 21 23:12:03 +0000 2020	127	362	1116	2913	0	0	0	0	es	IPHONE	Alhambra, CA	34.093042	-118.12706
352	Wed Jul 08 20:56:28 +0000 2020	['RDC', 'Covid19']	RT @Zoom_eco: #RDC : Impact de la #Covid19, une étude qualitative de Target auprès de la classe moyenne de Kinshasa | ⁦@Target_SARL⁩ via ⁦@…	cumpatria	False	Tue Oct 05 21:26:45 +0000 2010	422	465	82509	0	0	0	0	0	fr	IPHONE	Kinshasa 	-4.3217055	15.3125974
353	Wed Jul 08 20:56:28 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	srbriley	False	Fri May 15 23:42:27 +0000 2009	46	244	10648	18036	0	0	0	0	en	IPHONE	NC	35.6729639	-79.0392919
355	Wed Jul 08 20:56:28 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	sbangie1	False	Sat Jan 26 22:53:04 +0000 2019	2082	2430	10632	4425	0	0	0	0	en	IPHONE	California, USA	36.7014631	-118.7559974
356	Wed Jul 08 20:56:28 +0000 2020	[]	Harvard biomedical engineering professor to launch nasal spray that could reduce COVID-19 transmission risk… https://t.co/GmycQYnXKs	rttimmer	False	Mon Dec 26 22:29:48 +0000 2011	171	536	5773	4385	0	0	0	0	en	WEB APP	Atlanta	33.7490987	-84.3901849
357	Wed Jul 08 20:56:28 +0000 2020	[]	RT @jenniferdoleac: Criminal justice folks, check out this beautiful website!	elroyg1	False	Thu Mar 10 14:11:57 +0000 2011	192	34	26478	41	0	0	0	0	en	WEB APP	北海道 室蘭市	42.3152461	140.9740731
359	Wed Jul 08 20:56:28 +0000 2020	[]	RT @BibleBeltDarlin: The fact that COVID-19 has more attention than a global elite pedophile ring tells you all you need to know.	Johnmcc54275019	False	Fri Jul 26 00:58:21 +0000 2019	358	771	11120	6329	0	0	0	0	en	WEB APP	Hammonton, NJ	39.6365056	-74.8023853
360	Wed Jul 08 20:56:28 +0000 2020	[]	RT @irene_r_r: Mi madre despues de años en paro comenzó con un negocio justo antes del covid y estos meses han sido horrorosos para ella, c…	bixotzlurruna	False	Wed Jun 26 11:29:12 +0000 2013	228	661	21922	19003	0	0	0	0	es	WEB APP	Mundua	2.8715783	30.8888583
361	Wed Jul 08 20:56:28 +0000 2020	[]	"RT @GFL9112: The story of pointless Covid-19 restrictions on shopping and retail. 

The perspex screen is apparently saving me from the cas…"	DentonRobert	False	Thu Oct 06 22:30:10 +0000 2011	1327	3525	87282	71057	0	0	0	0	en	IPHONE	Christchurch, Dorset	50.7344198	-1.76512
362	Wed Jul 08 20:56:28 +0000 2020	[]	o pastor da igreja q eu cresci em Cuiabá morreu com a covid hoje, era um pastor tão bom, coisa mais fofa do mundo,… https://t.co/lBwgrBTtna	araujokaneta	False	Sun Jan 24 20:51:38 +0000 2010	73	196	28198	13069	0	0	0	0	pt	IPHONE	Curitiba, Brasil	-25.4295963	-49.2712724
363	Wed Jul 08 20:56:28 +0000 2020	[]	RT @KyleKulinski: Japan has less than 1,000 covid deaths. They never went in to full economic shut down. They have an unemployment rate of…	Byrdman_Jr92	False	Mon Dec 16 06:17:12 +0000 2013	149	193	1277	969	0	0	0	0	en	IPHONE	California, USA	36.7014631	-118.7559974
364	Wed Jul 08 20:56:28 +0000 2020	[]	RT @CenterBeautiful: @liberalgoddess And now that research is starting to show that people with even mild Covid infections have brain probl…	liberalgoddess	False	Wed Feb 18 15:47:03 +0000 2009	7891	8508	92969	99114	0	0	0	0	en	WEB APP	United States	39.7837304	-100.4458825
365	Wed Jul 08 20:56:28 +0000 2020	[]	RT @jmgallo: Also, if schools are safe, then so are prisons and Manafort and Cohen can get their asses back in jail.	megblnz	False	Sat Jul 05 05:11:31 +0000 2008	1742	3409	13853	12164	0	0	0	0	en	IPHONE	DC Metro	4.6316226	-74.0639925
366	Wed Jul 08 20:56:28 +0000 2020	[]	The comments tho	funmss__	False	Fri Dec 15 00:19:56 +0000 2017	5599	2803	59174	55642	0	0	0	0	en	IPHONE	Astroworld	29.6742369	-95.40835498379157
369	Wed Jul 08 20:56:28 +0000 2020	['COVIDー19', 'Andalucía']	RT @AndaluciaJunta: 📊 Evolución de los casos confirmados de #COVIDー19 y personas recuperadas en las últimas 24 horas en #Andalucía. ✅ https…	merkur1989	False	Sun Jan 30 18:23:08 +0000 2011	342	54	236161	1	0	0	0	0	es	WEB APP	Jaén, España	37.9557275	-3.492055612037218
371	Wed Jul 08 20:56:29 +0000 2020	[]	RT @itsJeffTiedrich: am I understanding this correctly? covid-19 is so deadly that Paul Manafort and Michael Cohen had to be released from…	Bridgewerke	False	Wed Aug 11 01:38:13 +0000 2010	95	768	2848	8199	0	0	0	0	en	WEB APP	PNW	37.2045466	55.7052545
372	Wed Jul 08 20:56:29 +0000 2020	[]	"RT @voluptama: Pessoas Antes Covid: odeio estar com pessoas, sou tão antissocial
Pessoas Depois Covid: https://t.co/bhUNT8D1gv"	chateaufiesta	False	Thu Jun 04 12:57:29 +0000 2009	2439	1055	190161	10335	0	0	0	0	pt	WEB APP	Lisbon	38.7077507	-9.1365919
374	Wed Jul 08 20:56:29 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	FARfromNAIVEx4	False	Fri Jan 11 20:01:00 +0000 2019	783	676	18655	4967	0	0	0	0	en	IPHONE	Honolulu, HI	21.304547	-157.8556764
375	Wed Jul 08 20:56:29 +0000 2020	[]	Who fucking cares what Birx says. She sold out long ago🐷	WTweets	False	Fri Mar 06 19:45:47 +0000 2009	102	167	62652	23969	0	0	0	0	en	IPHONE	Muskoka, ON Canada	45.1307013	-79.3839611
377	Wed Jul 08 20:56:29 +0000 2020	[]	So here the summary guys: we have an agreement to sign as well as training over covid right, 2 people per dorm room… https://t.co/FFcUkfvGmZ	x1127thx	False	Wed Dec 03 17:35:20 +0000 2014	1486	1761	32971	39834	0	0	0	0	en	IPHONE	757 to 703	57.30335155	14.677384442290208
378	Wed Jul 08 20:56:29 +0000 2020	['COVID19']	#COVID19 has been particularly challenging for 🇨🇦 seniors as they face increasing costs and significant health risk… https://t.co/jJ3VVX1fZX	_DebSchulte	True	Sun Jan 29 02:38:47 +0000 2012	4632	449	8321	276	0	0	0	0	en	WEB APP	Vaughan, Ontario	43.7941544	-79.5268023
379	Wed Jul 08 20:56:29 +0000 2020	['COVIDー19']	"▶ ""Gracias al decreto ley del Gobierno regional, las cooperativas afectadas por #COVIDー19 pueden obtener liquidez a… https://t.co/JU7BoicuO6"	gppmur	False	Thu Sep 25 08:32:14 +0000 2014	8135	4489	40108	8428	0	0	0	0	es	WEB APP	Murcia, España	37.9923795	-1.1305431
381	Wed Jul 08 20:56:29 +0000 2020	['EnVideo']	"RT @VTVcanal8: #EnVideo 📹 | Gran Misión Venezuela Bella desarrolló 13° jornada de desinfección para combatir el Covid-19

#VenezuelaTriunfa…"	Alexand70639514	False	Fri Mar 20 21:51:49 +0000 2020	158	359	20669	215	0	0	0	0	es	WEB APP	Caracas, Venezuela	10.506098	-66.9146017
383	Wed Jul 08 20:56:29 +0000 2020	[]	RT @KeithOlbermann: MLB: NOW 0️⃣ DAYS WITHOUT COVID-19!	rmiskimens	False	Tue Nov 04 20:40:32 +0000 2014	3903	4451	126346	136351	0	0	0	0	en	IPHONE	Boca Raton, FL	26.3586885	-80.0830984
384	Wed Jul 08 20:56:29 +0000 2020	[]	"RT @msaludpy: Plasma convaleciente para tratamiento de COVID-19

👉El Programa Nacional de Sangre llama a personas que se hayan recuperado d…"	flogismondi	False	Thu Mar 19 23:39:39 +0000 2009	71672	611	45362	14472	0	0	0	0	es	IPHONE	Paraguay	-23.3165935	-58.1693445
385	Wed Jul 08 20:56:29 +0000 2020	[]	RT @QuecianaWalton: Standing 6 feet away from me	sabrinedc	False	Mon Nov 23 16:47:47 +0000 2015	470	75	328	4078	0	0	0	0	en	IPHONE	Brussel, België	50.8465573	4.351697
389	Wed Jul 08 20:56:29 +0000 2020	[]	"RT @samstein: NEW — Steve Mnuchin’s exclusive LA country club scored a PPP loan between $2 and $5 million, @WillBredderman reports

https:/…"	TrudiGilfillian	False	Tue Oct 25 17:32:16 +0000 2011	1607	1695	55409	99599	0	0	0	0	en	IPHONE	With a dog	52.383689	1.5766793
390	Wed Jul 08 20:56:29 +0000 2020	[]	"RT @mitchellvii: Let's see.

They are counting people who have never been tested as Covid-positive. They are testing people with anti-bodie…"	cdcoston1	False	Fri Feb 14 22:04:55 +0000 2014	553	634	11244	12902	0	0	0	0	en	IPHONE	Sarasota, FL	27.3364347	-82.5306527
391	Wed Jul 08 20:56:29 +0000 2020	[]	"@liz47623756 @sean_antrim @BBCPolitics Not required. Optional

‘However, customers and workers who want to wear a f… https://t.co/jsL2vOSfJn"	agw1437	False	Thu Mar 15 21:27:17 +0000 2012	890	1162	15923	33211	0	0	0	0	en	IPHONE	Hastings, England	50.8553888	0.5824703
392	Wed Jul 08 20:56:29 +0000 2020	[]	@JavierForNM BS. There is NO REASON to keep schools closed. NO DATA showing kids transmit this more than others. In… https://t.co/T75MPtJwBq	EpicSoleil	False	Sat Sep 17 20:14:13 +0000 2016	3523	3628	61204	79539	0	0	0	0	en	WEB APP	New Mexico, USA	34.5708167	-105.993007
393	Wed Jul 08 20:56:29 +0000 2020	[]	"RT @PIB_India: ▪️ National COVID recovery rate touches 61.53%; nearly 2 lakh more recovered cases than active ones

▪️ AIIMS Delhi starts T…"	shaikshabbirali	False	Wed Jan 16 18:45:26 +0000 2013	431	1497	5221	9067	0	0	0	0	en	WEB APP	HYDERABAD	17.3616079	78.4746286
394	Wed Jul 08 20:56:29 +0000 2020	[]	RT @rickychavez68: If ONE child dies from covid, ONE, there should be an insane lawsuit against the state of Florida.	constant_b3auty	False	Wed Jan 27 00:18:34 +0000 2016	917	836	14064	144006	0	0	0	0	en	IPHONE	HOUSTON🤘🏾	29.7589382	-95.3676974
